+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;508;04.2.2.01.001;;    13.salário;13V;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;509;04.2.2.01.002;;    Adicional Noturno;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;510;04.2.2.01.003;;    Aviso Prévio/indenizacões Trabalhistas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;511;04.2.2.01.004;;    Férias;FERIASV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;512;04.2.2.01.005;;    Gratificações;GRATIVEND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;513;04.2.2.01.006;;    Horas Extras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;514;04.2.2.01.007;;    Salários;SALV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;515;04.2.2.01.008;;    Vale Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;516;04.2.2.02;T;   Encargos Sociais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;517;04.2.2.02.001;;    Contribuições Sindicais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;518;04.2.2.02.002;;    Fgts;FGTSV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;519;04.2.2.02.003;;    Inss;INSSV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;520;04.2.2.02.004;;    Multa Rescisória Fgts;MULTARESCV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;521;04.2.2.02.005;;    Pis Sobre Folha;PISV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;522;04.2.2.03;T;   Despesas Gerais Com Vendas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;523;04.2.2.03.001;;    Água E Esgoto;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;524;04.2.2.03.002;;    Aluguel;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;525;04.2.2.03.003;;    Bens Não Imobilizáveis De Pequeno Valor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;526;04.2.2.03.004;;    Brindes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;527;04.2.2.03.005;;    Combustíveis E Lubrificantes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;528;04.2.2.03.006;;    Comissões S/ Cartões De Crédito;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;529;04.2.2.03.007;;    Condominio;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;530;04.2.2.03.008;;    Contribuição Cdl;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;531;04.2.2.03.009;;    Depreciações E Amortizações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;532;04.2.2.03.010;;    Desp.viag./estad./passag./aliment./combus;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;533;04.2.2.03.011;;    Despesas De Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;534;04.2.2.03.012;;    Despesas Médicas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;535;04.2.2.03.013;;    Dispêndios Com Alimentação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;536;04.2.2.03.014;;    Doações E Patrocinios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;537;04.2.2.03.015;;    Energia Elétrica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;538;04.2.2.03.016;;    Feiras/congressos/cursos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;539;04.2.2.03.017;;    Fretes E Carretos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;540;04.2.2.03.018;;    Internet;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;541;04.2.2.03.019;;    Jornais/revistas E Periódicos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;542;04.2.2.03.020;;    Limpeza, Conservação E Vigilância;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;543;04.2.2.03.021;;    Manutenção E Conservação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;544;04.2.2.03.022;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;545;04.2.2.03.023;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;546;04.2.2.03.024;;    Material De Higiêne;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;547;04.2.2.03.025;;    Material De Segurança;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;548;04.2.2.03.026;;    Pedágios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;549;04.2.2.03.027;;    Propaganda E Publicidade;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;550;04.2.2.03.028;;    Royalties;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;551;04.2.2.03.029;;    Seguro;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;552;04.2.2.03.030;;    Serviços De Terceiros - Pessoa Física;TERCPFV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;553;04.2.2.03.031;;    Serviços De Terceiros - Pessoa Jurídica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;554;04.2.2.03.032;;    Suporte De Software;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;555;04.2.2.03.033;;    Telefone;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;556;04.2.2.03.034;;    Uniformes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;557;04.2.2.03.035;;    Material De Limpeza;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;683;04.2.2.03.036;;    Multas De Clientes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;684;04.2.2.03.037;;    Viagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1159;04.2.2.03.038;;    Comissões Internas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1160;04.2.2.03.039;;    Comissões Externas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1161;04.2.2.03.040;;    Bonificações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1205;04.2.2.03.041;;    Fretes A Pagar S/venda;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1206;04.2.2.03.042;;    Seguro De Transporte A Pagar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1207;04.2.2.03.043;;    Despesa Com Seguro De Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;558;04.2.3;T;  Despesas Operacionais Financeiras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;559;04.2.3.01;T;   Despesas Com Atualizações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;560;04.2.3.01.001;;    Variacão Monetária Passiva;VMPAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;561;04.2.3.01.002;;    Variacão Cambial Passiva;VCPAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;689;04.2.3.01.01;T;    Desp Oper Financeira;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;562;04.2.3.02;T;   Despesas Financeiras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;563;04.2.3.02.001;;    Juros;JUROS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;564;04.2.3.02.002;;    Descontos Concedidos;DESCCONC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;565;04.2.3.02.003;;    Despesas Bancárias;MULTAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;566;04.2.3.02.004;;    Despesas C/ Factoring;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;567;04.2.3.02.005;;    Juros S/ Saldo Devedor C/c;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;568;04.2.3.02.006;;    Juros, Comissões S/ Financiamentos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;686;04.2.3.02.007;;    Multas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1170;04.2.3.02.008;;    Pagamento De Empréstimos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1171;04.2.3.02.009;;    Cartão De Crédito;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1172;04.2.3.02.010;;    Renegociação Bancária;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1173;04.2.3.02.011;;    Aplicação Financeira;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;569;04.2.4;T;  Despesas Operacionais Tributárias;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;570;04.2.4.01;T;   Impostos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;571;04.2.4.01.001;;    Iof;DFIOF;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;572;04.2.4.01.002;;    Pis Sobre Receitas Operacionais Diversas;DFPISDVS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;573;04.2.4.01.003;;    Iptu;DFIPTU;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;574;04.2.4.01.004;;    Ipva;DFIPVA;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;575;04.2.4.01.005;;    Irrf (exclusivo Na Fonte);DFIRF;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;576;04.2.4.01.006;;    Custas Leilão;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;577;04.2.4.01.007;;    Alvará De Localização;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;578;04.2.4.01.008;;    Icms;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;579;04.2.4.01.009;;    Icms Diferencial De Aliquota;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;580;04.2.4.01.010;;    Icms Substituição Tributária;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;581;04.2.4.01.011;;    Itr;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;582;04.2.4.01.012;;    Taxas E Emolumentos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;687;04.2.4.01.013;;    Confea Crea;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;688;04.2.4.01.014;;    Iss P/ Profissional;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;690;04.2.4.01.015;;    Dpvat;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;691;04.2.4.01.016;;    Impostos Rfb;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1174;04.2.4.01.017;;    Ipi;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1175;04.2.4.01.018;;    Cofins;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1176;04.2.4.01.019;;    Irpj;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1177;04.2.4.01.020;;    Contribuição Social;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1178;04.2.4.01.021;;    Simples Nacional (das);;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1179;04.2.4.01.022;;    Irrf (aluguel);;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1180;04.2.4.01.023;;    Parcelamentos De Impostos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1181;04.2.4.01.024;;    Outros Impostos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1182;04.2.4.01.025;;    Bloqueios Judiciais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1187;04.2.4.01.026;;    Ir Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1188;04.2.4.01.027;;    Iss Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1189;04.2.4.01.028;;    Pis Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1190;04.2.4.01.029;;    Cofins Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1191;04.2.4.01.030;;    Csll Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1208;04.2.4.01.031;;    Inss Retido Do Fornecedor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;583;04.2.4.02;T;   Multas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;584;04.2.4.02.001;;    Multas Fiscais Compensatórias;DFMULTAFISC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;585;04.2.4.02.002;;    Multas Fiscais Punitivas;DFMULTAPUNIT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;586;04.2.4.02.003;;    Multas Contratuais;DFMULTACONTR;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;587;04.2.4.02.004;;    Indenizações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;588;04.2.4.02.005;;    Multas E Juros S/ Tributos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;589;04.2.5;T;  Provisões Para Perdas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;590;04.2.5.01;;   Prov. Crédito De Liquidação Duvidosa;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;591;04.2.6;T;  Despesas Operacionais Perdas C/part Soc;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;592;04.2.6.01;T;   Resultado Equivalência Patriomonial;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;593;04.2.6.01.001;;    Equivalência Patrimonial Negativa;EPNEGAT;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;594;04.2.7;T;  Outras Despesas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;595;04.2.7.01;T;   Perdas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;596;04.2.7.01.001;;    Perdas Prováveis Na Alienação Investimen;PERDASINVEST;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;597;04.2.7.01.002;;    Perdas Com Sinistros, Roubo, Deterioração;PERDASSINIST;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;598;04.2.7.01.003;;    Perdas Na Alienação De Imobilizado;PERDASIMOBIL;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;692;04.2.7.01.004;;    Perdas No Recebimento De Créditos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;742;04.2.7.02;T;   Despesas Não Operacionais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;599;04.3;T; Contas De Fechamento De Balanço;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;600;04.3.1;T;  Contas De Apurações Finais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;601;04.3.1.01;T;   Correção Monetária Do Balanco;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;602;04.3.1.01.001;;    Correção Monetária Do Ativo;CMATIVO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;603;04.3.1.01.002;;    Correção Monetária Do Passivo;CMPASSIVO;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;604;04.3.2;T;  Provisões P/impostos S/lucro;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;605;04.3.2.01;T;   Provisões P/impostos S/lucros;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;606;04.3.2.01.001;;    Provisão P/ Irpj;PROVIRPJ;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;607;04.3.2.02;T;   Provisões P/contribuições S/lucros;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;608;04.3.2.02.001;;    Provisão P/ Contribuição Social;PROVCONTRSOC;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;609;05;T;Resultado Líquido Do Exercício;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;610;05.1;T; Resultado Liquido Do Exercicio;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;611;05.1.1;T;  Resultado Liquido Do Exercicio;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;612;05.1.1.01;T;   Resultado Liquido Do Exercicio;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;613;05.1.1.01.001;;    Resultado Líquido Do Exercício;RLE;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
